TripID,Timestamp,Latitude,Longitude,Origin,Destination,Mode,Speed_kmh,Distance_m,Duration_s,DayOfWeek,Hour,AgeGroup,Gender,Weather
500,2025-06-28 03:24:05,31.913516,35.955202,University,Hospital,bus,41.14,14991.5,1300,Saturday,3,25-34,M,sunny
501,2025-08-11 15:48:02,31.982785,35.962118,Work,Hospital,car,31.94,29557.5,3271,Monday,15,35-44,F,sunny
502,2025-06-19 01:58:23,32.012282,35.974046,Home,Home,bus,36.07,21086.6,2048,Thursday,1,18-24,M,cloudy
503,2025-07-22 02:48:33,31.913043,35.935061,Station,Cafe,bus,30.06,19931.2,2394,Tuesday,2,25-34,M,sunny
504,2025-08-06 10:48:44,31.971889,35.926633,Station,Work,bike,16.92,3868.5,788,Wednesday,10,18-24,F,sunny
505,2025-06-19 02:15:57,31.935481,35.912445,Hospital,Hospital,car,44.17,14124.1,1184,Thursday,2,35-44,M,sunny
506,2025-08-13 12:03:53,31.940386,35.920238,Cafe,Station,walk,2.55,169.8,226,Wednesday,12,18-24,M,sunny
507,2025-06-28 20:50:11,31.937228,36.033473,Cafe,Home,walk,4.01,1748.1,1510,Saturday,20,35-44,M,sunny
508,2025-07-28 04:59:39,31.92908,35.98234,Market,Work,car,33.08,18367.2,2052,Monday,4,25-34,M,sunny
509,2025-06-21 04:20:25,31.956456,35.904468,Station,Hospital,bike,12.12,3524.8,1027,Saturday,4,18-24,M,sunny
510,2025-07-20 18:35:23,31.930071,35.905326,Work,University,bus,25.4,19890.4,2855,Sunday,18,25-34,F,sunny
511,2025-07-05 16:54:42,31.963114,35.959456,Station,Station,taxi,41.42,9473.2,869,Saturday,16,18-24,F,sunny
512,2025-07-16 01:42:44,31.953493,35.961418,University,University,walk,6.12,1511.0,895,Wednesday,1,25-34,F,sunny
513,2025-08-24 03:58:54,31.947832,35.961467,Home,Cafe,car,27.48,17727.8,2286,Sunday,3,25-34,F,sunny
514,2025-07-20 18:38:17,31.927773,35.937351,Mall,Airport,bus,30.17,36633.0,4313,Sunday,18,18-24,M,windy
515,2025-08-23 08:04:00,31.937697,35.941236,Station,Cafe,bus,32.31,16329.2,1845,Saturday,8,55+,M,cloudy
516,2025-08-30 12:40:55,31.977662,35.954836,Airport,Airport,bus,39.13,5305.2,428,Saturday,12,<18,M,rain
517,2025-07-09 08:37:55,31.970028,35.947577,Park,Airport,car,56.35,11447.9,751,Wednesday,8,35-44,F,rain
518,2025-06-24 00:38:34,31.925673,35.878421,Airport,Work,car,38.03,7828.0,774,Tuesday,0,25-34,F,hot
519,2025-06-18 09:35:36,31.95798,35.938106,Market,Mall,car,30.62,5202.4,582,Wednesday,9,25-34,M,cloudy
520,2025-08-04 04:52:14,31.977542,35.919458,University,Station,taxi,43.57,3993.4,297,Monday,4,25-34,M,cloudy
521,2025-09-14 15:31:35,31.904918,35.950256,Mall,Work,car,31.04,25436.2,2978,Sunday,15,35-44,M,sunny
522,2025-07-18 03:38:23,31.971301,36.034558,Hospital,Park,scooter,21.36,9933.2,1726,Friday,3,35-44,M,sunny
523,2025-08-14 04:02:12,31.935121,35.956024,Park,University,bike,12.79,5837.5,1627,Thursday,4,35-44,F,cloudy
524,2025-08-25 23:11:20,31.972118,35.935594,Station,Cafe,taxi,18.77,28177.4,5383,Monday,23,18-24,M,hot
525,2025-08-14 07:30:56,31.932102,35.972654,Airport,Hospital,car,45.18,20977.9,1627,Thursday,7,35-44,F,sunny
526,2025-08-23 12:52:09,31.900854,35.959481,Work,Station,car,33.27,4863.3,479,Saturday,12,18-24,M,cloudy
527,2025-09-10 02:53:12,31.906174,35.957603,Market,Home,car,55.19,7344.6,468,Wednesday,2,<18,F,sunny
528,2025-07-04 14:20:40,31.956443,35.963206,Work,Cafe,bike,15.03,7034.7,1688,Friday,14,25-34,F,sunny
529,2025-06-18 11:44:46,31.962792,36.006696,Home,Mall,bike,10.37,5907.0,2065,Wednesday,11,25-34,F,sunny
530,2025-06-30 08:52:17,31.927871,35.911073,Mall,Cafe,walk,6.16,1586.5,906,Monday,8,25-34,M,sunny
531,2025-06-28 00:21:46,31.974158,35.959209,Market,Station,walk,4.78,1403.4,1017,Saturday,0,35-44,M,sunny
532,2025-08-15 21:45:23,31.905154,35.917209,Market,University,car,45.97,18475.9,1394,Friday,21,25-34,M,cloudy
533,2025-08-06 09:53:59,31.953018,35.961665,Home,Mall,bus,37.91,2120.4,246,Wednesday,9,25-34,M,rain
534,2025-07-06 06:31:44,31.91867,35.917439,University,Home,car,40.64,9181.2,758,Sunday,6,18-24,F,rain
535,2025-08-18 14:34:11,31.935445,35.932479,Hospital,Work,walk,3.43,1824.9,1893,Monday,14,35-44,F,sunny
536,2025-08-24 16:13:31,31.956422,35.936147,Park,Park,bus,31.25,26608.6,3042,Sunday,16,25-34,M,rain
537,2025-07-01 18:09:00,31.929188,35.974275,Market,Work,car,53.54,14075.7,944,Tuesday,18,25-34,M,sunny
538,2025-08-10 07:22:48,31.943463,35.972554,Hospital,Cafe,taxi,39.05,17200.9,1618,Sunday,7,35-44,M,sunny
539,2025-08-22 23:14:41,31.985189,35.907628,Work,Home,car,44.19,14891.8,1219,Friday,23,25-34,F,cloudy
540,2025-06-26 23:06:59,31.937693,35.946648,Cafe,University,walk,4.04,673.3,615,Thursday,23,25-34,F,sunny
541,2025-08-29 09:24:57,31.980071,35.923713,Cafe,Station,car,25.43,27827.5,3946,Friday,9,25-34,M,sunny
542,2025-09-11 11:31:20,31.921109,35.907245,Mall,Cafe,car,38.39,2565.2,223,Thursday,11,25-34,M,sunny
543,2025-06-26 09:13:07,31.970894,35.938489,Market,Hospital,walk,5.04,1276.0,906,Thursday,9,35-44,F,cloudy
544,2025-06-18 23:11:27,31.998247,35.935746,Park,Mall,walk,6.34,675.0,436,Wednesday,23,18-24,F,sunny
545,2025-07-14 17:33:11,31.880851,36.017801,Market,Mall,walk,5.12,1981.7,1420,Monday,17,18-24,M,cloudy
546,2025-08-16 14:47:44,31.931093,35.957989,Park,Home,bike,18.09,5760.3,1103,Saturday,14,18-24,F,cloudy
547,2025-09-10 21:22:43,31.972312,35.903671,Hospital,Market,car,35.68,10700.3,1062,Wednesday,21,25-34,F,cloudy
548,2025-07-22 08:29:56,31.948909,35.928057,Cafe,Market,car,26.68,10976.4,1536,Tuesday,8,45-54,M,rain
549,2025-08-20 00:09:26,31.966134,35.975641,Park,Cafe,walk,5.57,172.4,113,Wednesday,0,25-34,M,sunny
550,2025-06-23 11:52:40,31.93688,36.007653,Home,Cafe,car,54.77,26446.0,1723,Monday,11,18-24,M,sunny
551,2025-08-17 19:27:09,31.957598,35.897421,Cafe,Cafe,car,34.35,16446.3,1759,Sunday,19,35-44,M,sunny
552,2025-08-12 02:34:08,31.95033,35.888602,Market,Cafe,bike,16.89,2182.3,429,Tuesday,2,35-44,M,sunny
553,2025-06-25 19:49:56,31.990033,36.001129,Home,Market,walk,5.8,177.6,71,Wednesday,19,45-54,M,cloudy
554,2025-08-25 04:17:03,31.962633,35.956688,Work,Station,walk,3.26,1942.0,2200,Monday,4,25-34,M,sunny
555,2025-09-01 04:21:32,31.965128,35.918951,Hospital,Mall,car,37.96,15947.3,1569,Monday,4,45-54,M,sunny
556,2025-08-09 16:36:52,31.942644,35.961039,Mall,University,walk,5.86,985.6,648,Saturday,16,<18,M,cloudy
557,2025-06-27 13:12:16,31.940372,35.865928,Station,Hospital,car,43.54,9065.2,740,Friday,13,18-24,M,cloudy
558,2025-09-13 04:49:45,31.942023,35.945101,Park,Market,car,47.17,13958.4,1007,Saturday,4,18-24,F,cloudy
559,2025-08-26 02:13:04,31.966834,35.954835,Cafe,University,car,45.34,6084.0,452,Tuesday,2,35-44,F,rain
560,2025-07-17 21:41:08,31.94237,35.972728,Park,Home,walk,4.9,270.2,166,Thursday,21,18-24,M,cloudy
561,2025-07-25 05:01:19,31.963693,35.914583,Park,University,car,40.32,20132.6,1830,Friday,5,25-34,M,cloudy
562,2025-07-20 00:09:31,32.017262,35.947571,Mall,Cafe,car,50.88,17337.5,1182,Sunday,0,25-34,F,sunny
563,2025-08-01 04:36:03,31.981134,35.917237,Cafe,Airport,bus,31.23,2517.3,257,Friday,4,25-34,M,hot
564,2025-07-17 08:47:05,31.945219,35.952662,Airport,Station,bus,24.47,14349.5,2144,Thursday,8,45-54,F,sunny
565,2025-09-01 02:48:32,31.991036,35.91814,Home,Market,car,38.12,28255.0,2610,Monday,2,18-24,M,sunny
566,2025-08-29 15:57:37,31.942758,35.932757,Station,Airport,car,44.16,8253.9,687,Friday,15,25-34,F,sunny
567,2025-06-26 03:41:22,31.893856,35.915126,Park,Home,car,50.16,23087.2,1660,Thursday,3,35-44,M,cloudy
568,2025-09-11 03:01:36,31.924757,35.964534,Cafe,Cafe,bus,18.26,21052.7,4111,Thursday,3,<18,F,windy
569,2025-08-12 20:35:21,31.898876,35.970754,Cafe,Mall,walk,4.71,1682.2,1240,Tuesday,20,35-44,F,sunny
570,2025-08-30 05:44:00,31.944455,35.937961,Park,Hospital,taxi,49.31,20478.3,1481,Saturday,5,35-44,F,sunny
571,2025-08-19 07:30:43,31.955553,35.946147,Work,Park,car,31.9,24611.2,2808,Tuesday,7,45-54,F,rain
572,2025-07-25 20:22:39,32.005293,35.901542,Cafe,Work,car,31.95,4070.3,481,Friday,20,45-54,M,windy
573,2025-08-21 16:43:24,31.964808,35.93601,Hospital,Hospital,walk,5.02,1677.9,1244,Thursday,16,25-34,M,sunny
574,2025-09-11 13:08:55,31.948427,35.943494,Station,Hospital,car,24.68,5277.0,713,Thursday,13,25-34,M,sunny
575,2025-07-10 23:06:12,31.979882,36.023624,Station,Home,car,57.85,25957.3,1603,Thursday,23,18-24,M,cloudy
576,2025-08-28 09:26:09,31.888666,35.911641,Market,Mall,walk,5.48,1877.6,1285,Thursday,9,18-24,M,sunny
577,2025-08-04 02:10:44,31.962068,35.988925,Park,Airport,bike,16.88,3752.2,821,Monday,2,18-24,F,rain
578,2025-07-30 04:04:48,31.978126,35.974906,Station,Market,bus,39.32,6260.2,545,Wednesday,4,25-34,F,sunny
579,2025-07-25 20:33:59,31.910642,35.953419,Work,Work,car,64.25,21000.6,1214,Friday,20,45-54,M,sunny
580,2025-08-21 10:44:31,31.989313,35.997759,Airport,Hospital,car,39.21,21872.0,2016,Thursday,10,25-34,M,sunny
581,2025-07-10 19:27:35,31.965155,35.956163,Park,Home,walk,3.23,1890.2,2125,Thursday,19,25-34,M,sunny
582,2025-09-01 07:25:33,31.942541,35.956675,Home,Market,car,43.1,21203.3,1717,Monday,7,25-34,F,sunny
583,2025-08-30 10:06:16,31.973983,35.943406,Park,Home,car,32.46,27735.9,3092,Saturday,10,25-34,M,sunny
584,2025-06-24 10:55:02,32.023121,35.981707,Airport,Mall,car,28.83,26737.1,3284,Tuesday,10,55+,F,cloudy
585,2025-09-04 00:02:56,31.960456,35.977894,Market,Station,car,35.24,2406.4,269,Thursday,0,18-24,F,sunny
586,2025-07-08 14:28:14,31.962447,35.92623,University,Home,car,39.02,9233.6,804,Tuesday,14,25-34,F,windy
587,2025-07-28 11:29:44,31.941219,35.905423,Park,Airport,car,51.85,19381.0,1368,Monday,11,25-34,M,sunny
588,2025-08-10 14:02:31,31.929505,35.938911,Hospital,Home,walk,7.18,1462.8,780,Sunday,14,18-24,M,cloudy
589,2025-07-20 18:20:32,31.97991,35.920999,Cafe,Market,taxi,29.96,3184.3,324,Sunday,18,25-34,F,sunny
590,2025-06-19 05:43:03,31.929317,35.943094,Mall,Mall,car,35.91,19588.0,1909,Thursday,5,35-44,F,sunny
591,2025-09-01 05:47:01,31.957147,35.982123,Hospital,Airport,car,45.77,24694.2,1970,Monday,5,18-24,F,sunny
592,2025-07-03 00:29:58,31.94067,35.931281,Airport,University,car,47.2,20309.8,1503,Thursday,0,18-24,M,sunny
593,2025-07-05 17:54:15,31.969369,35.943715,Work,Home,bus,22.76,39734.3,6277,Saturday,17,18-24,F,cloudy
594,2025-08-27 11:02:36,31.96501,35.946741,Home,Mall,walk,6.12,448.0,259,Wednesday,11,35-44,M,cloudy
595,2025-07-17 06:51:26,31.986126,35.970453,Airport,Station,bike,12.91,7815.0,2167,Thursday,6,35-44,F,cloudy
596,2025-09-03 21:13:00,31.9397,35.877593,Mall,Park,car,30.59,29660.4,3445,Wednesday,21,25-34,F,sunny
597,2025-08-18 18:16:56,31.946904,35.926799,Airport,Market,car,45.32,16081.8,1287,Monday,18,25-34,F,rain
598,2025-07-11 12:27:56,31.925637,35.951339,Cafe,Mall,bus,39.73,38883.6,3495,Friday,12,45-54,F,cloudy
599,2025-06-17 13:39:07,31.941671,35.981002,Mall,Market,walk,5.37,701.4,470,Tuesday,13,35-44,M,hot
600,2025-09-09 23:32:26,31.966319,35.930243,Cafe,Station,bus,31.09,14683.4,1729,Tuesday,23,35-44,F,rain
601,2025-06-24 08:38:58,31.97771,35.888703,Home,Park,walk,4.91,1897.3,1350,Tuesday,8,35-44,F,sunny
602,2025-08-20 11:05:12,31.927335,35.963591,Station,Mall,walk,5.1,1064.2,717,Wednesday,11,25-34,M,sunny
603,2025-07-30 15:03:13,31.981088,35.925939,Mall,Cafe,bus,28.28,29206.4,3745,Wednesday,15,25-34,F,sunny
604,2025-08-23 21:21:40,31.995669,35.90931,University,Station,car,45.63,15003.4,1210,Saturday,21,45-54,M,cloudy
605,2025-08-17 19:26:30,31.967403,35.92627,Airport,Cafe,car,40.81,29046.4,2582,Sunday,19,45-54,F,sunny
606,2025-08-13 18:52:32,32.011304,35.939464,Hospital,Work,walk,7.81,1415.0,593,Wednesday,18,<18,M,cloudy
607,2025-07-30 19:53:58,31.931786,35.926858,Airport,Work,car,43.52,9526.9,766,Wednesday,19,18-24,F,sunny
608,2025-08-27 00:27:37,31.91766,35.878833,Home,Market,car,37.86,11776.5,1112,Wednesday,0,55+,M,sunny
609,2025-06-25 00:43:14,31.901638,35.971912,Home,Hospital,taxi,30.09,27687.6,3336,Wednesday,0,18-24,M,sunny
610,2025-07-06 14:22:25,31.999881,35.983246,Cafe,Airport,taxi,31.2,24360.3,2762,Sunday,14,45-54,M,sunny
611,2025-08-17 21:59:08,31.974631,35.964546,Home,Mall,car,43.95,27478.0,2274,Sunday,21,25-34,M,cloudy
612,2025-07-14 05:07:50,31.953332,35.910869,Mall,Park,car,34.74,3276.8,345,Monday,5,18-24,F,sunny
613,2025-08-07 23:53:08,31.963399,35.938955,Hospital,Hospital,car,41.87,20406.7,1728,Thursday,23,18-24,M,cloudy
614,2025-07-29 05:58:05,31.921235,35.944804,Home,Market,car,52.82,15292.8,1061,Tuesday,5,18-24,F,sunny
615,2025-08-03 10:31:00,32.028373,35.962964,Park,Work,walk,3.59,1664.8,1686,Sunday,10,18-24,F,sunny
616,2025-07-24 22:48:49,31.958877,35.96505,Park,Station,car,38.49,10096.2,973,Thursday,22,25-34,F,cloudy
617,2025-08-22 18:56:45,31.958282,35.922975,Cafe,Station,walk,2.31,1567.8,2400,Friday,18,35-44,F,sunny
618,2025-07-16 10:14:05,31.976773,35.94746,Home,Work,walk,3.27,1014.2,1109,Wednesday,10,55+,M,cloudy
619,2025-08-18 21:53:31,31.96943,35.958718,Home,University,walk,5.27,1899.5,1343,Monday,21,25-34,M,rain
620,2025-07-11 00:54:18,31.961717,35.988675,University,Home,car,26.48,3168.0,485,Friday,0,25-34,M,rain
621,2025-07-09 06:45:26,31.931286,35.966135,Hospital,Mall,bus,20.42,33371.0,5836,Wednesday,6,25-34,M,sunny
622,2025-06-27 12:20:32,31.969144,35.968672,Home,Home,car,56.73,3086.1,200,Friday,12,25-34,F,sunny
623,2025-07-03 23:42:27,32.011461,35.947515,University,Park,car,33.79,19175.2,2074,Thursday,23,25-34,M,cloudy
624,2025-06-27 09:57:49,31.995363,35.987314,Cafe,University,walk,3.87,1401.8,1322,Friday,9,<18,F,cloudy
625,2025-08-03 21:11:30,32.002796,35.957293,Airport,Park,car,52.74,16202.0,1060,Sunday,21,<18,M,cloudy
626,2025-08-24 06:03:18,31.939664,35.919167,University,Mall,bike,12.15,2170.7,619,Sunday,6,18-24,F,sunny
627,2025-07-03 07:38:57,31.925312,35.987101,Park,Work,car,43.35,12486.1,990,Thursday,7,18-24,M,sunny
628,2025-07-06 03:06:58,31.951226,35.965937,Park,Hospital,taxi,43.65,18069.6,1530,Sunday,3,35-44,M,sunny
629,2025-07-30 05:35:40,31.956672,35.931709,Mall,Airport,walk,6.03,687.2,363,Wednesday,5,18-24,F,cloudy
630,2025-08-20 20:49:44,31.987826,35.930615,University,Cafe,walk,3.68,1703.7,1669,Wednesday,20,45-54,M,sunny
631,2025-09-12 13:11:48,31.904226,35.953897,Hospital,Hospital,car,31.86,15740.3,1743,Friday,13,45-54,F,sunny
632,2025-08-02 20:56:28,32.000887,35.958896,Station,Cafe,taxi,33.9,6907.4,750,Saturday,20,55+,M,cloudy
633,2025-07-12 03:00:09,31.95026,35.950919,Airport,Mall,bus,23.82,28864.8,4327,Saturday,3,45-54,M,sunny
634,2025-06-25 16:51:42,31.942194,35.954339,Market,Market,bus,36.29,23981.9,2418,Wednesday,16,18-24,F,sunny
635,2025-07-04 03:01:10,31.924637,35.995999,Cafe,Park,car,43.66,12207.2,979,Friday,3,25-34,M,sunny
636,2025-07-07 03:05:21,31.905354,35.977146,Home,Airport,taxi,45.21,22845.0,1865,Monday,3,18-24,F,sunny
637,2025-07-02 19:19:09,31.979695,35.950719,Airport,Cafe,walk,3.21,1160.0,1306,Wednesday,19,35-44,M,sunny
638,2025-06-17 22:17:09,31.9572,35.973239,University,Airport,walk,5.24,986.2,642,Tuesday,22,45-54,F,sunny
639,2025-08-03 17:27:26,31.916301,35.914024,Hospital,Work,bus,41.64,38484.1,3312,Sunday,17,45-54,M,sunny
640,2025-07-11 08:14:16,31.916148,35.956938,Cafe,University,scooter,30.82,5745.8,701,Friday,8,25-34,M,sunny
641,2025-09-12 08:12:09,31.944926,35.999279,Mall,Airport,walk,4.45,932.4,746,Friday,8,35-44,M,sunny
642,2025-08-05 10:58:51,32.005071,35.938459,Cafe,Airport,walk,6.06,993.8,567,Tuesday,10,18-24,M,cloudy
643,2025-08-18 10:08:49,31.947212,35.919571,Airport,Market,walk,4.05,1237.2,1059,Monday,10,<18,M,sunny
644,2025-06-28 00:29:21,31.909906,35.925437,Airport,Park,walk,3.25,1202.4,1276,Saturday,0,35-44,F,sunny
645,2025-09-02 19:36:06,31.947628,35.912311,Market,Park,walk,3.32,700.1,769,Tuesday,19,25-34,F,sunny
646,2025-07-30 20:01:24,31.946818,35.921457,Station,Cafe,taxi,52.92,18736.9,1277,Wednesday,20,55+,M,sunny
647,2025-09-03 04:48:00,31.874093,35.933885,Hospital,Hospital,car,36.1,2221.7,277,Wednesday,4,18-24,M,sunny
648,2025-08-07 07:42:15,31.953371,35.902833,Mall,University,bus,25.36,4759.2,641,Thursday,7,45-54,M,sunny
649,2025-07-28 21:37:22,31.948072,35.945469,Work,Airport,bus,35.98,4322.1,460,Monday,21,25-34,M,cloudy
650,2025-07-26 07:08:17,31.975886,35.972068,Cafe,Park,car,27.71,13665.4,1834,Saturday,7,35-44,M,sunny
651,2025-07-03 05:57:03,32.010469,35.917767,Station,Station,bus,33.79,14526.6,1548,Thursday,5,35-44,M,rain
652,2025-06-21 06:41:57,31.988797,35.990579,Hospital,Market,car,37.83,3102.9,277,Saturday,6,45-54,F,sunny
653,2025-09-09 08:25:22,31.946933,35.960324,Airport,Park,car,60.36,20465.6,1190,Tuesday,8,18-24,F,sunny
654,2025-07-29 15:37:14,31.921804,35.975917,Park,Home,car,35.83,6640.0,607,Tuesday,15,45-54,M,sunny
655,2025-08-29 15:29:43,32.032201,35.925265,Hospital,Hospital,car,38.56,27435.6,2502,Friday,15,18-24,M,cloudy
656,2025-07-22 17:15:13,31.956777,35.970636,Cafe,Station,bus,18.68,2379.8,483,Tuesday,17,18-24,F,sunny
657,2025-06-23 07:44:34,31.955418,35.912242,Hospital,Work,taxi,62.31,20916.0,1159,Monday,7,25-34,M,sunny
658,2025-08-12 07:19:41,31.954276,35.971707,Market,Airport,car,36.48,2695.9,322,Tuesday,7,35-44,F,sunny
659,2025-06-21 11:31:16,31.960943,35.950155,Market,Work,bus,43.84,4509.7,324,Saturday,11,25-34,F,sunny
660,2025-06-30 01:59:32,31.950669,35.961598,Hospital,Cafe,walk,2.98,356.7,476,Monday,1,35-44,M,windy
661,2025-08-06 07:27:32,31.93779,35.909732,Market,Mall,bus,32.21,8149.5,923,Wednesday,7,35-44,M,sunny
662,2025-07-14 00:00:36,31.938594,35.918148,Station,Airport,car,60.87,16521.9,1002,Monday,0,18-24,F,cloudy
663,2025-09-14 02:35:19,31.954017,35.962917,University,Work,walk,4.26,112.3,97,Sunday,2,45-54,F,cloudy
664,2025-06-27 07:34:51,31.938697,35.91655,Park,Work,car,42.07,5369.0,418,Friday,7,18-24,M,sunny
665,2025-08-24 10:55:24,31.933615,35.958896,Cafe,Cafe,car,53.31,9171.8,570,Sunday,10,45-54,F,sunny
666,2025-08-10 05:22:18,31.958193,35.903986,Cafe,University,walk,4.59,1288.8,1049,Sunday,5,25-34,M,cloudy
667,2025-08-26 19:43:32,31.947351,35.970445,Cafe,Mall,scooter,12.78,5385.3,1521,Tuesday,19,25-34,M,sunny
668,2025-07-06 23:12:35,32.00012,35.908024,Park,Home,walk,4.42,1615.2,1264,Sunday,23,25-34,F,sunny
669,2025-08-02 16:28:55,31.875471,35.961569,Cafe,Station,taxi,42.9,10818.2,939,Saturday,16,18-24,F,cloudy
670,2025-07-27 04:50:12,31.987745,35.963769,Airport,Airport,car,42.78,24010.2,2052,Sunday,4,25-34,F,cloudy
671,2025-07-26 12:00:10,31.992383,35.924097,Station,Park,car,46.88,28503.1,2140,Saturday,12,18-24,F,cloudy
672,2025-09-02 01:41:07,31.892798,35.962461,Station,Work,car,31.69,1398.6,213,Tuesday,1,18-24,M,cloudy
673,2025-09-13 18:11:35,31.944719,35.952813,Cafe,Mall,car,59.83,21351.5,1256,Saturday,18,18-24,M,sunny
674,2025-07-14 03:20:48,31.943857,35.928835,Mall,Station,car,32.0,6106.5,708,Monday,3,25-34,M,sunny
675,2025-08-11 13:08:40,31.912775,35.914743,Market,Hospital,car,40.8,5765.9,477,Monday,13,35-44,M,sunny
676,2025-08-10 12:31:41,31.931665,35.886121,Home,Station,car,43.27,1595.2,130,Sunday,12,25-34,F,cloudy
677,2025-08-22 06:19:06,31.921683,35.95549,Airport,Market,car,42.27,18501.7,1552,Friday,6,45-54,M,windy
678,2025-09-09 22:31:13,32.007568,35.898056,Hospital,Airport,taxi,29.1,20919.7,2561,Tuesday,22,25-34,F,sunny
679,2025-07-05 08:32:50,31.98307,35.94786,Airport,Cafe,walk,6.63,1951.3,1058,Saturday,8,35-44,F,sunny
680,2025-07-05 15:32:23,31.993147,35.937097,Airport,Park,car,34.72,8861.8,864,Saturday,15,35-44,M,sunny
681,2025-08-15 02:15:01,31.97665,35.965374,Station,Park,bike,16.25,5647.2,1203,Friday,2,25-34,M,rain
682,2025-06-30 18:58:07,31.921128,35.935939,Cafe,Work,bus,31.58,27882.2,3222,Monday,18,35-44,F,sunny
683,2025-07-02 07:09:46,31.939264,35.935117,Market,Home,bus,31.54,23375.9,2630,Wednesday,7,18-24,F,sunny
684,2025-06-23 09:51:56,31.969681,35.966956,Mall,Station,bike,10.45,5751.0,2032,Monday,9,45-54,F,hot
685,2025-06-16 21:30:18,31.918336,35.955052,Park,Park,walk,4.27,1282.7,1026,Monday,21,35-44,M,rain
686,2025-07-27 04:48:48,31.97639,35.954485,Home,Station,walk,5.49,716.9,519,Sunday,4,18-24,M,sunny
687,2025-08-09 02:21:27,31.94779,35.959078,University,Mall,car,25.29,26117.1,3694,Saturday,2,35-44,M,windy
688,2025-07-12 20:50:44,31.943755,35.898933,Hospital,Airport,car,37.79,17998.4,1700,Saturday,20,<18,M,sunny
689,2025-07-07 11:42:51,31.976329,35.967704,Airport,Airport,taxi,41.07,4593.3,444,Monday,11,18-24,F,sunny
690,2025-08-19 06:45:00,31.968328,35.963374,Mall,Airport,car,46.35,5955.2,488,Tuesday,6,18-24,F,sunny
691,2025-08-18 22:10:43,31.944171,35.9145,Airport,Park,bike,15.26,3591.3,827,Monday,22,35-44,M,rain
692,2025-07-27 12:25:59,31.98978,35.937678,Market,Cafe,bus,28.49,13673.9,1721,Sunday,12,35-44,M,cloudy
693,2025-08-17 12:28:37,31.922568,35.943821,Airport,Airport,car,42.45,2851.4,275,Sunday,12,35-44,M,sunny
694,2025-09-07 19:22:24,31.973478,35.940965,Park,University,car,37.51,9405.2,856,Sunday,19,<18,F,windy
695,2025-08-26 13:26:02,31.972793,35.955016,Mall,Mall,walk,3.96,1065.6,920,Tuesday,13,25-34,M,sunny
696,2025-08-11 21:51:03,31.945714,35.987941,Cafe,Cafe,car,35.07,1339.4,185,Monday,21,35-44,F,cloudy
697,2025-08-15 03:52:51,31.964784,35.977453,Cafe,Park,taxi,43.93,10005.4,856,Friday,3,18-24,M,cloudy
698,2025-09-08 16:26:57,31.917467,35.905633,Hospital,Park,car,38.19,11453.3,1132,Monday,16,25-34,F,sunny
699,2025-07-24 22:01:32,31.982721,35.963662,Station,Hospital,car,65.97,24452.6,1279,Thursday,22,18-24,M,sunny
700,2025-08-04 15:58:49,31.949453,35.984868,Home,Market,car,28.7,6519.3,758,Monday,15,18-24,M,rain
701,2025-08-13 22:36:59,31.939318,35.956604,Hospital,University,scooter,21.8,7365.2,1265,Wednesday,22,25-34,F,sunny
702,2025-09-06 09:53:39,31.98647,35.977729,Hospital,Cafe,bike,16.56,1151.0,207,Saturday,9,35-44,M,cloudy
703,2025-08-30 01:14:55,31.93387,36.005368,Market,Airport,car,40.61,26030.9,2331,Saturday,1,18-24,M,sunny
704,2025-06-23 01:58:14,31.912746,35.975711,University,Work,taxi,36.88,17948.8,1774,Monday,1,18-24,M,cloudy
705,2025-07-01 14:07:07,31.908301,35.952479,Work,Market,walk,4.97,1429.2,996,Tuesday,14,18-24,M,sunny
706,2025-07-14 08:10:01,31.97318,35.976353,University,Park,car,39.84,21931.3,1963,Monday,8,18-24,M,sunny
707,2025-08-23 01:28:27,31.916587,35.949347,Market,University,car,55.84,21474.1,1369,Saturday,1,18-24,F,sunny
708,2025-08-06 21:12:45,32.007644,35.945717,Mall,Airport,car,22.44,24488.4,3982,Wednesday,21,25-34,F,rain
709,2025-07-12 15:07:27,31.892542,35.934458,Market,Market,car,31.14,20794.9,2400,Saturday,15,35-44,M,sunny
710,2025-06-27 20:19:46,32.005894,35.991902,Home,Park,car,42.52,29541.1,2520,Friday,20,25-34,M,sunny
711,2025-08-17 15:16:12,31.961331,35.920447,Market,Work,car,50.51,25682.0,1804,Sunday,15,35-44,M,windy
712,2025-08-18 15:09:01,31.952099,35.990971,Hospital,Market,walk,4.01,1388.8,1298,Monday,15,35-44,M,cloudy
713,2025-09-09 11:54:22,31.938652,35.959996,University,Airport,car,29.29,4183.6,547,Tuesday,11,18-24,M,sunny
714,2025-07-31 16:44:43,31.966974,35.903021,Station,Station,walk,4.83,1330.3,942,Thursday,16,<18,F,hot
715,2025-07-31 02:19:23,31.953871,35.956029,Station,Work,walk,3.95,1506.7,1360,Thursday,2,45-54,M,cloudy
716,2025-06-23 21:28:47,31.988099,35.881999,Hospital,Station,taxi,38.65,24180.4,2296,Monday,21,18-24,M,sunny
717,2025-06-20 05:49:29,31.958427,35.963765,University,Hospital,car,31.39,21003.5,2391,Friday,5,18-24,F,sunny
718,2025-07-25 12:54:26,31.959509,35.971557,Park,Home,taxi,46.52,1311.0,64,Friday,12,<18,F,cloudy
